67	88	48	5	73	5	25	1
39	41	48	5	52	72	75	-1
75	84	48	5	35	52	33	-1
42	35	48	5	58	15	27	-1
37	52	48	5	42	42	36	-1
72	86	48	5	17	55	21	-1
68	67	48	5	49	4	34	-1
43	32	48	5	33	45	52	-1
1	49	48	5	41	67	21	-1
47	46	48	5	62	74	77	-1
47	29	48	5	51	33	43	-1
4	46	48	5	52	49	56	-1
4	41	48	5	55	22	33	-1
89	55	48	5	51	72	76	-1
48	49	48	5	52	77	71	-1
71	46	1	5	52	59	3	1
42	24	48	5	57	27	37	-1
41	48	48	5	51	44	51	-1
63	5	48	5	59	85	86	-1
71	71	48	5	4	54	39	-1
7	39	1	5	51	82	84	1
71	4	48	5	71	7	74	-1
73	78	48	5	58	51	31	-1
33	56	48	5	33	78	8	-1
39	31	48	5	38	34	43	-1
67	39	48	5	36	38	46	-1
58	6	48	5	59	73	76	-1
48	41	48	5	51	9	88	-1
64	81	48	5	37	39	44	-1
61	52	48	5	54	67	52	-1
58	34	48	5	56	87	81	-1
52	54	48	5	62	76	79	-1
57	38	48	5	6	49	33	-1
12	43	48	5	63	7	74	-1
67	61	48	5	51	37	38	-1
63	57	48	5	49	7	2	-1
35	37	48	5	3	34	43	-1
86	55	48	5	63	81	83	-1
17	38	48	5	45	42	5	-1
26	5	48	5	44	32	41	-1
12	67	48	5	74	58	63	-1
81	53	48	5	57	87	88	-1
47	59	48	5	52	76	79	-1
52	44	48	5	37	36	42	-1
29	37	48	5	48	44	52	-1
64	76	48	5	45	35	38	-1
69	59	48	5	46	44	52	-1
16	43	48	5	54	27	37	-1
0	51	48	5	35	67	44	-1
84	49	48	5	55	78	74	-1
4	42	48	5	37	27	27	-1
25	48	48	5	44	17	29	-1
32	39	48	5	53	28	38	-1
86	39	48	5	59	89	9	-1
61	66	48	5	46	87	88	-1
7	4	48	5	56	86	83	-1
35	34	48	5	46	3	27	-1
23	32	48	5	55	25	35	-1
62	78	48	5	47	49	54	-1
69	8	48	5	46	57	26	-1
61	75	48	5	51	33	33	1
64	46	48	5	48	73	76	-1
74	9	48	5	57	53	29	1
6	76	1	5	77	59	52	1
37	47	48	5	39	76	79	-1
58	55	48	5	57	7	74	-1
67	84	48	5	74	54	37	1
44	27	48	5	55	52	58	-1
47	28	48	5	56	2	25	-1
24	57	48	5	63	34	43	-1
18	3	48	5	46	24	35	-1
23	34	48	5	43	26	37	-1
59	56	48	5	55	8	82	-1
42	3	48	5	48	26	36	-1
61	36	48	5	49	35	44	-1
83	48	48	5	65	76	79	-1
44	52	48	5	43	47	54	-1
55	47	48	5	57	78	8	-1
68	49	1	5	62	55	28	1
33	45	48	5	52	32	41	-1
4	5	48	5	65	82	84	-1
77	57	48	5	88	53	2	1
22	34	48	5	42	29	39	-1
16	51	48	5	33	39	48	-1
63	75	48	5	64	73	66	-1
41	43	48	5	5	24	25	-1
49	43	48	5	49	3	4	-1
52	39	48	5	65	71	73	-1
59	61	48	5	42	42	37	-1
79	36	48	5	46	82	7	-1
56	68	48	5	77	36	45	1
78	33	48	5	57	77	79	-1
29	3	48	5	45	3	17	-1
56	54	48	5	43	37	3	-1
34	46	48	5	52	35	44	-1
66	71	48	5	41	5	35	-1
24	41	48	5	49	23	34	-1
51	37	48	5	35	36	45	-1
73	36	48	5	53	91	92	-1
34	35	48	5	51	49	56	-1
67	7	48	5	46	45	33	-1
66	74	48	5	31	38	43	-1
17	52	48	5	49	37	46	-1
77	55	48	5	51	78	74	-1
76	73	48	5	44	39	39	-1
64	78	48	5	5	36	38	-1
36	45	48	5	38	79	17	-1
74	47	48	5	5	57	42	-1
43	37	48	5	53	35	44	-1
75	55	1	1	4	47	3	1
68	82	48	5	38	65	56	-1
64	66	48	5	41	39	2	-1
